Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,season_end_year,season
30.0,Shai Gilgeous-Alexander,23.0,OKC,PG,56.0,56.0,1942.0,477.0,1052.0,0.453,89.0,297.0,0.3,388.0,755.0,0.514,0.496,328.0,405.0,0.81,37.0,241.0,278.0,331.0,71.0,46.0,154.0,142.0,1371.0,1.0,,2022,2021-22
31.0,CJ McCollum,30.0,2TM,PG,62.0,62.0,2145.0,536.0,1164.0,0.46,182.0,469.0,0.388,354.0,695.0,0.509,0.539,116.0,170.0,0.682,53.0,216.0,269.0,315.0,70.0,22.0,127.0,121.0,1370.0,0.0,,2022,2021-22
31.0,CJ McCollum,30.0,POR,SG,36.0,36.0,1267.0,290.0,665.0,0.436,111.0,289.0,0.384,179.0,376.0,0.476,0.52,48.0,68.0,0.706,34.0,119.0,153.0,163.0,36.0,21.0,70.0,77.0,739.0,0.0,,2022,2021-22
31.0,CJ McCollum,30.0,NOP,PG,26.0,26.0,878.0,246.0,499.0,0.493,71.0,180.0,0.394,175.0,319.0,0.549,0.564,68.0,102.0,0.667,19.0,97.0,116.0,152.0,34.0,1.0,57.0,44.0,631.0,0.0,,2022,2021-22
32.0,De'Aaron Fox,24.0,SAC,PG,59.0,59.0,2083.0,516.0,1092.0,0.473,74.0,249.0,0.297,442.0,843.0,0.524,0.506,261.0,348.0,0.75,25.0,206.0,231.0,330.0,68.0,25.0,168.0,172.0,1367.0,0.0,,2022,2021-22
33.0,Tyler Herro,22.0,MIA,SG,66.0,10.0,2151.0,501.0,1122.0,0.447,175.0,439.0,0.399,326.0,683.0,0.477,0.525,190.0,219.0,0.868,32.0,297.0,329.0,263.0,44.0,8.0,174.0,95.0,1367.0,0.0,6MOY-1,2022,2021-22
34.0,Khris Middleton,30.0,MIL,SF,66.0,66.0,2141.0,452.0,1021.0,0.443,162.0,434.0,0.373,290.0,587.0,0.494,0.522,259.0,291.0,0.89,41.0,315.0,356.0,358.0,76.0,18.0,190.0,160.0,1325.0,0.0,AS,2022,2021-22
35.0,Saddiq Bey,22.0,DET,SF,82.0,82.0,2704.0,450.0,1136.0,0.396,211.0,610.0,0.346,239.0,526.0,0.454,0.489,210.0,254.0,0.827,107.0,334.0,441.0,233.0,73.0,16.0,96.0,128.0,1321.0,0.0,,2022,2021-22
36.0,Fred VanVleet,27.0,TOR,PG,65.0,65.0,2462.0,442.0,1097.0,0.403,242.0,642.0,0.377,200.0,455.0,0.44,0.513,194.0,222.0,0.874,44.0,245.0,289.0,434.0,111.0,35.0,170.0,162.0,1320.0,1.0,AS,2022,2021-22
37.0,Jonas Valančiūnas,29.0,NOP,C,74.0,74.0,2240.0,510.0,938.0,0.544,57.0,158.0,0.361,453.0,780.0,0.581,0.574,237.0,289.0,0.82,226.0,617.0,843.0,190.0,41.0,60.0,179.0,247.0,1314.0,0.0,,2022,2021-22
38.0,Tyrese Maxey,21.0,PHI,PG,75.0,74.0,2650.0,483.0,995.0,0.485,132.0,309.0,0.427,351.0,686.0,0.512,0.552,213.0,246.0,0.866,26.0,214.0,240.0,321.0,55.0,32.0,88.0,156.0,1311.0,0.0,,2022,2021-22
39.0,Nikola Vučević,31.0,CHI,C,73.0,73.0,2418.0,546.0,1154.0,0.473,104.0,331.0,0.314,442.0,823.0,0.537,0.518,92.0,121.0,0.76,142.0,662.0,804.0,236.0,70.0,71.0,136.0,181.0,1288.0,0.0,,2022,2021-22
40.0,Jalen Brunson,25.0,DAL,SG,79.0,61.0,2524.0,506.0,1008.0,0.502,94.0,252.0,0.373,412.0,756.0,0.545,0.549,179.0,213.0,0.84,43.0,266.0,309.0,377.0,66.0,3.0,124.0,151.0,1285.0,0.0,,2022,2021-22
41.0,Gary Trent Jr.,23.0,TOR,SG,70.0,69.0,2448.0,450.0,1086.0,0.414,209.0,545.0,0.383,241.0,541.0,0.445,0.511,174.0,204.0,0.853,26.0,165.0,191.0,141.0,122.0,19.0,73.0,144.0,1283.0,0.0,,2022,2021-22
42.0,Keldon Johnson,22.0,SAS,SF,75.0,74.0,2392.0,471.0,1011.0,0.466,159.0,399.0,0.398,312.0,612.0,0.51,0.545,177.0,234.0,0.756,80.0,377.0,457.0,158.0,58.0,14.0,92.0,148.0,1278.0,0.0,,2022,2021-22
43.0,Jaren Jackson Jr.,22.0,MEM,PF,78.0,78.0,2126.0,430.0,1036.0,0.415,128.0,401.0,0.319,302.0,635.0,0.476,0.477,284.0,345.0,0.823,119.0,335.0,454.0,86.0,73.0,177.0,130.0,272.0,1272.0,0.0,"DPOY-5,DEF1",2022,2021-22
44.0,Jordan Clarkson,29.0,UTA,SG,79.0,1.0,2141.0,466.0,1113.0,0.419,190.0,597.0,0.318,276.0,516.0,0.535,0.504,144.0,174.0,0.828,67.0,206.0,273.0,194.0,66.0,16.0,129.0,149.0,1266.0,0.0,6MOY-4,2022,2021-22
45.0,Harrison Barnes,29.0,SAC,PF,77.0,77.0,2587.0,391.0,834.0,0.469,142.0,360.0,0.394,249.0,474.0,0.525,0.554,341.0,413.0,0.826,82.0,350.0,432.0,186.0,53.0,14.0,118.0,94.0,1265.0,0.0,,2022,2021-22
46.0,Buddy Hield,29.0,2TM,SG,81.0,32.0,2499.0,446.0,1098.0,0.406,262.0,716.0,0.366,184.0,382.0,0.482,0.526,111.0,127.0,0.874,66.0,287.0,353.0,229.0,73.0,25.0,153.0,184.0,1265.0,0.0,,2022,2021-22
46.0,Buddy Hield,29.0,SAC,SG,55.0,6.0,1574.0,265.0,693.0,0.382,182.0,495.0,0.368,83.0,198.0,0.419,0.514,80.0,92.0,0.87,43.0,178.0,221.0,105.0,48.0,15.0,90.0,113.0,792.0,0.0,,2022,2021-22
46.0,Buddy Hield,29.0,IND,SG,26.0,26.0,925.0,181.0,405.0,0.447,80.0,221.0,0.362,101.0,184.0,0.549,0.546,31.0,35.0,0.886,23.0,109.0,132.0,124.0,25.0,10.0,63.0,71.0,473.0,0.0,,2022,2021-22
47.0,Reggie Jackson,31.0,LAC,SG,75.0,75.0,2337.0,479.0,1222.0,0.392,167.0,512.0,0.326,312.0,710.0,0.439,0.46,138.0,163.0,0.847,39.0,232.0,271.0,359.0,55.0,15.0,173.0,159.0,1263.0,0.0,,2022,2021-22
48.0,Tobias Harris,29.0,PHI,PF,73.0,73.0,2543.0,493.0,1022.0,0.482,101.0,275.0,0.367,392.0,747.0,0.525,0.532,170.0,202.0,0.842,77.0,419.0,496.0,252.0,47.0,43.0,116.0,164.0,1257.0,1.0,,2022,2021-22
49.0,Andrew Wiggins,26.0,GSW,SF,73.0,73.0,2329.0,475.0,1019.0,0.466,157.0,399.0,0.393,318.0,620.0,0.513,0.543,149.0,235.0,0.634,85.0,240.0,325.0,161.0,76.0,51.0,111.0,158.0,1256.0,0.0,AS,2022,2021-22
50.0,Bojan Bogdanović,32.0,UTA,PF,69.0,69.0,2131.0,422.0,928.0,0.455,181.0,468.0,0.387,241.0,460.0,0.524,0.552,223.0,260.0,0.858,58.0,238.0,296.0,120.0,34.0,1.0,118.0,116.0,1248.0,0.0,,2022,2021-22
51.0,Brandon Ingram,24.0,NOP,SF,55.0,55.0,1869.0,453.0,983.0,0.461,74.0,226.0,0.327,379.0,757.0,0.501,0.498,266.0,322.0,0.826,35.0,285.0,320.0,307.0,34.0,26.0,151.0,119.0,1246.0,0.0,,2022,2021-22
52.0,Jrue Holiday,31.0,MIL,PG,67.0,64.0,2207.0,478.0,954.0,0.501,132.0,321.0,0.411,346.0,633.0,0.547,0.57,137.0,180.0,0.761,69.0,232.0,301.0,457.0,108.0,29.0,183.0,133.0,1225.0,0.0,"DPOY-8,DEF2",2022,2021-22
53.0,Jimmy Butler,32.0,MIA,SF,57.0,57.0,1931.0,398.0,829.0,0.48,27.0,116.0,0.233,371.0,713.0,0.52,0.496,396.0,455.0,0.87,102.0,234.0,336.0,312.0,94.0,27.0,121.0,88.0,1219.0,4.0,AS,2022,2021-22
54.0,Christian Wood,26.0,HOU,C,68.0,67.0,2094.0,440.0,878.0,0.501,131.0,336.0,0.39,309.0,542.0,0.57,0.576,207.0,332.0,0.623,110.0,576.0,686.0,155.0,54.0,65.0,126.0,171.0,1218.0,0.0,,2022,2021-22
55.0,Franz Wagner,20.0,ORL,SF,79.0,79.0,2429.0,456.0,975.0,0.468,96.0,271.0,0.354,360.0,704.0,0.511,0.517,189.0,219.0,0.863,84.0,272.0,356.0,231.0,68.0,34.0,119.0,164.0,1197.0,0.0,ROY-5,2022,2021-22
56.0,Tyrese Haliburton,21.0,2TM,PG,77.0,77.0,2695.0,430.0,909.0,0.473,161.0,389.0,0.414,269.0,520.0,0.517,0.562,160.0,190.0,0.842,61.0,250.0,311.0,628.0,134.0,49.0,199.0,121.0,1181.0,0.0,,2022,2021-22
56.0,Tyrese Haliburton,21.0,SAC,SG,51.0,51.0,1757.0,268.0,586.0,0.457,104.0,252.0,0.413,164.0,334.0,0.491,0.546,87.0,104.0,0.837,39.0,160.0,199.0,379.0,86.0,34.0,115.0,71.0,727.0,0.0,,2022,2021-22
56.0,Tyrese Haliburton,21.0,IND,PG,26.0,26.0,938.0,162.0,323.0,0.502,57.0,137.0,0.416,105.0,186.0,0.565,0.59,73.0,86.0,0.849,22.0,90.0,112.0,249.0,48.0,15.0,84.0,50.0,454.0,0.0,,2022,2021-22
57.0,D'Angelo Russell,25.0,MIN,PG,65.0,65.0,2077.0,401.0,975.0,0.411,176.0,518.0,0.34,225.0,457.0,0.492,0.502,198.0,240.0,0.825,25.0,191.0,216.0,460.0,62.0,22.0,165.0,130.0,1176.0,0.0,,2022,2021-22
58.0,Domantas Sabonis,25.0,2TM,PF,62.0,61.0,2136.0,443.0,773.0,0.573,39.0,125.0,0.312,404.0,648.0,0.623,0.598,246.0,332.0,0.741,201.0,551.0,752.0,323.0,59.0,27.0,195.0,203.0,1171.0,5.0,,2022,2021-22
58.0,Domantas Sabonis,25.0,IND,PF,47.0,46.0,1632.0,331.0,571.0,0.58,35.0,108.0,0.324,296.0,463.0,0.639,0.61,191.0,258.0,0.74,155.0,412.0,567.0,236.0,46.0,22.0,143.0,146.0,888.0,5.0,,2022,2021-22
58.0,Domantas Sabonis,25.0,SAC,PF,15.0,15.0,504.0,112.0,202.0,0.554,4.0,17.0,0.235,108.0,185.0,0.584,0.564,55.0,74.0,0.743,46.0,139.0,185.0,87.0,13.0,5.0,52.0,57.0,283.0,0.0,,2022,2021-22
59.0,Mikal Bridges,25.0,PHO,SF,82.0,82.0,2854.0,458.0,858.0,0.534,115.0,312.0,0.369,343.0,546.0,0.628,0.601,131.0,157.0,0.834,74.0,273.0,347.0,185.0,96.0,36.0,68.0,150.0,1162.0,0.0,"DPOY-2,DEF1",2022,2021-22
60.0,Jalen Green,19.0,HOU,SG,67.0,67.0,2138.0,406.0,954.0,0.426,157.0,458.0,0.343,249.0,496.0,0.502,0.508,188.0,236.0,0.797,33.0,193.0,226.0,176.0,44.0,18.0,135.0,103.0,1157.0,0.0,ROY-4,2022,2021-22
61.0,Kelly Oubre Jr.,26.0,CHO,SF,76.0,13.0,1999.0,410.0,932.0,0.44,191.0,553.0,0.345,219.0,379.0,0.578,0.542,126.0,189.0,0.667,79.0,223.0,302.0,84.0,77.0,31.0,67.0,189.0,1137.0,0.0,6MOY-7,2022,2021-22
62.0,Scottie Barnes,20.0,TOR,PF,74.0,74.0,2617.0,459.0,932.0,0.492,58.0,193.0,0.301,401.0,739.0,0.543,0.524,158.0,215.0,0.735,195.0,362.0,557.0,256.0,80.0,55.0,136.0,192.0,1134.0,0.0,ROY-1,2022,2021-22
63.0,Kyle Kuzma,26.0,WAS,PF,66.0,66.0,2204.0,423.0,936.0,0.452,128.0,375.0,0.341,295.0,561.0,0.526,0.52,156.0,219.0,0.712,70.0,491.0,561.0,233.0,42.0,57.0,169.0,128.0,1130.0,1.0,,2022,2021-22
64.0,Aaron Gordon,26.0,DEN,PF,75.0,75.0,2376.0,434.0,834.0,0.52,87.0,260.0,0.335,347.0,574.0,0.605,0.573,171.0,230.0,0.743,125.0,314.0,439.0,188.0,44.0,44.0,133.0,148.0,1126.0,0.0,,2022,2021-22
65.0,Evan Fournier,29.0,NYK,SG,80.0,80.0,2358.0,402.0,965.0,0.417,241.0,619.0,0.389,161.0,346.0,0.465,0.541,80.0,113.0,0.708,34.0,176.0,210.0,171.0,79.0,20.0,105.0,180.0,1125.0,0.0,,2022,2021-22
66.0,Cade Cunningham,20.0,DET,SG,64.0,64.0,2088.0,429.0,1031.0,0.416,114.0,363.0,0.314,315.0,668.0,0.472,0.471,142.0,168.0,0.845,58.0,296.0,354.0,356.0,78.0,43.0,234.0,200.0,1114.0,2.0,ROY-3,2022,2021-22
67.0,Bam Adebayo,24.0,MIA,C,56.0,56.0,1825.0,406.0,729.0,0.557,0.0,6.0,0.0,406.0,723.0,0.562,0.557,256.0,340.0,0.753,137.0,427.0,564.0,190.0,80.0,44.0,148.0,171.0,1068.0,0.0,"DPOY-4,DEF2",2022,2021-22
68.0,Cole Anthony,21.0,ORL,PG,65.0,65.0,2059.0,357.0,912.0,0.391,132.0,391.0,0.338,225.0,521.0,0.432,0.464,216.0,253.0,0.854,32.0,316.0,348.0,369.0,46.0,17.0,170.0,171.0,1062.0,0.0,,2022,2021-22
69.0,Bobby Portis,26.0,MIL,C,72.0,59.0,2028.0,417.0,871.0,0.479,133.0,338.0,0.393,284.0,533.0,0.533,0.555,85.0,113.0,0.752,180.0,477.0,657.0,86.0,53.0,51.0,90.0,174.0,1052.0,0.0,,2022,2021-22
70.0,Malik Monk,23.0,LAL,SG,76.0,37.0,2139.0,391.0,826.0,0.473,173.0,442.0,0.391,218.0,384.0,0.568,0.578,93.0,117.0,0.795,37.0,219.0,256.0,218.0,61.0,29.0,122.0,138.0,1048.0,0.0,,2022,2021-22
71.0,Will Barton,31.0,DEN,SG,71.0,71.0,2277.0,392.0,896.0,0.438,157.0,430.0,0.365,235.0,466.0,0.504,0.525,102.0,127.0,0.803,44.0,296.0,340.0,276.0,55.0,31.0,127.0,114.0,1043.0,0.0,,2022,2021-22
72.0,Evan Mobley,20.0,CLE,PF,69.0,69.0,2331.0,422.0,830.0,0.508,23.0,92.0,0.25,399.0,738.0,0.541,0.522,167.0,252.0,0.663,143.0,427.0,570.0,174.0,56.0,115.0,133.0,147.0,1034.0,0.0,ROY-2,2022,2021-22
73.0,Kristaps Porziņģis,26.0,2TM,PF,51.0,51.0,1481.0,352.0,767.0,0.459,78.0,252.0,0.31,274.0,515.0,0.532,0.51,248.0,286.0,0.867,102.0,309.0,411.0,119.0,37.0,84.0,81.0,137.0,1030.0,0.0,,2022,2021-22
73.0,Kristaps Porziņģis,26.0,DAL,PF,34.0,34.0,1002.0,229.0,508.0,0.451,49.0,173.0,0.283,180.0,335.0,0.537,0.499,147.0,170.0,0.865,64.0,197.0,261.0,69.0,25.0,59.0,53.0,88.0,654.0,0.0,,2022,2021-22
73.0,Kristaps Porziņģis,26.0,WAS,PF,17.0,17.0,479.0,123.0,259.0,0.475,29.0,79.0,0.367,94.0,180.0,0.522,0.531,101.0,116.0,0.871,38.0,112.0,150.0,50.0,12.0,25.0,28.0,49.0,376.0,0.0,,2022,2021-22
74.0,Rudy Gobert,29.0,UTA,C,66.0,66.0,2120.0,362.0,508.0,0.713,0.0,4.0,0.0,362.0,504.0,0.718,0.713,303.0,439.0,0.69,241.0,727.0,968.0,72.0,45.0,137.0,119.0,176.0,1027.0,0.0,"DPOY-3,AS,DEF1",2022,2021-22
75.0,Kentavious Caldwell-Pope,28.0,WAS,SG,77.0,77.0,2329.0,361.0,829.0,0.435,159.0,408.0,0.39,202.0,421.0,0.48,0.531,137.0,154.0,0.89,41.0,220.0,261.0,145.0,83.0,26.0,97.0,139.0,1018.0,0.0,,2022,2021-22
76.0,Kevin Love,33.0,CLE,C,74.0,4.0,1665.0,327.0,761.0,0.43,187.0,477.0,0.392,140.0,284.0,0.493,0.553,166.0,198.0,0.838,87.0,449.0,536.0,160.0,26.0,18.0,98.0,101.0,1007.0,0.0,6MOY-2,2022,2021-22
77.0,Deandre Ayton,23.0,PHO,C,58.0,58.0,1713.0,442.0,697.0,0.634,7.0,19.0,0.368,435.0,678.0,0.642,0.639,106.0,142.0,0.746,149.0,444.0,593.0,84.0,40.0,40.0,91.0,142.0,997.0,0.0,,2022,2021-22
78.0,Derrick White,27.0,2TM,SG,75.0,52.0,2199.0,337.0,800.0,0.421,115.0,369.0,0.312,222.0,431.0,0.515,0.493,203.0,235.0,0.864,38.0,223.0,261.0,366.0,64.0,58.0,119.0,172.0,992.0,0.0,,2022,2021-22
78.0,Derrick White,27.0,SAS,SG,49.0,48.0,1486.0,243.0,570.0,0.426,81.0,258.0,0.314,162.0,312.0,0.519,0.497,139.0,160.0,0.869,25.0,148.0,173.0,274.0,49.0,42.0,87.0,116.0,706.0,0.0,,2022,2021-22
78.0,Derrick White,27.0,BOS,SG,26.0,4.0,713.0,94.0,230.0,0.409,34.0,111.0,0.306,60.0,119.0,0.504,0.483,64.0,75.0,0.853,13.0,75.0,88.0,92.0,15.0,16.0,32.0,56.0,286.0,0.0,,2022,2021-22
79.0,Anfernee Simons,22.0,POR,SG,57.0,30.0,1681.0,353.0,797.0,0.443,179.0,442.0,0.405,174.0,355.0,0.49,0.555,103.0,116.0,0.888,26.0,125.0,151.0,221.0,30.0,6.0,115.0,110.0,988.0,0.0,,2022,2021-22
80.0,Mike Conley,34.0,UTA,PG,72.0,72.0,2058.0,344.0,791.0,0.435,169.0,414.0,0.408,175.0,377.0,0.464,0.542,129.0,162.0,0.796,47.0,170.0,217.0,385.0,96.0,21.0,123.0,142.0,986.0,0.0,,2022,2021-22
81.0,Caris LeVert,27.0,2TM,SG,58.0,49.0,1781.0,379.0,854.0,0.444,82.0,256.0,0.32,297.0,598.0,0.497,0.492,146.0,193.0,0.756,43.0,171.0,214.0,248.0,51.0,23.0,108.0,131.0,986.0,0.0,,2022,2021-22
81.0,Caris LeVert,27.0,IND,SG,39.0,39.0,1214.0,278.0,622.0,0.447,61.0,189.0,0.323,217.0,433.0,0.501,0.496,111.0,146.0,0.76,30.0,120.0,150.0,173.0,35.0,18.0,75.0,91.0,728.0,0.0,,2022,2021-22
