Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,season_end_year,season
86.0,Greg Monroe,26.0,MIL,C,81.0,0.0,1823.0,387.0,726.0,0.533,0.0,4.0,0.0,387.0,722.0,0.536,0.533,177.0,239.0,0.741,167.0,365.0,532.0,187.0,92.0,38.0,140.0,168.0,951.0,0.0,6MOY-6,2017,2016-17
87.0,T.J. Warren,23.0,PHO,SF,66.0,59.0,2048.0,403.0,814.0,0.495,26.0,98.0,0.265,377.0,716.0,0.527,0.511,119.0,154.0,0.773,125.0,214.0,339.0,75.0,76.0,39.0,57.0,175.0,951.0,0.0,,2017,2016-17
88.0,Trevor Ariza,31.0,HOU,SF,80.0,80.0,2773.0,326.0,798.0,0.409,191.0,555.0,0.344,135.0,243.0,0.556,0.528,93.0,126.0,0.738,54.0,404.0,458.0,175.0,147.0,20.0,73.0,133.0,936.0,0.0,,2017,2016-17
89.0,Sean Kilpatrick,27.0,BRK,SG,70.0,24.0,1754.0,305.0,735.0,0.415,105.0,308.0,0.341,200.0,427.0,0.468,0.486,204.0,242.0,0.843,22.0,258.0,280.0,157.0,45.0,6.0,135.0,118.0,919.0,0.0,,2017,2016-17
90.0,Steven Adams,23.0,OKC,C,80.0,80.0,2389.0,374.0,655.0,0.571,0.0,1.0,0.0,374.0,654.0,0.572,0.571,157.0,257.0,0.611,281.0,332.0,613.0,86.0,89.0,78.0,146.0,195.0,905.0,0.0,,2017,2016-17
91.0,Darren Collison,29.0,SAC,PG,68.0,64.0,2063.0,340.0,714.0,0.476,73.0,175.0,0.417,267.0,539.0,0.495,0.527,147.0,171.0,0.86,23.0,129.0,152.0,312.0,67.0,9.0,114.0,119.0,900.0,0.0,,2017,2016-17
92.0,Seth Curry,26.0,DAL,PG,70.0,42.0,2029.0,338.0,703.0,0.481,137.0,322.0,0.425,201.0,381.0,0.528,0.578,85.0,100.0,0.85,25.0,154.0,179.0,189.0,79.0,7.0,92.0,126.0,898.0,0.0,,2017,2016-17
93.0,Avery Bradley,26.0,BOS,SG,55.0,55.0,1835.0,359.0,775.0,0.463,108.0,277.0,0.39,251.0,498.0,0.504,0.533,68.0,93.0,0.731,65.0,269.0,334.0,122.0,68.0,11.0,88.0,141.0,894.0,0.0,,2017,2016-17
94.0,Zach LaVine,21.0,MIN,SG,47.0,47.0,1749.0,326.0,710.0,0.459,120.0,310.0,0.387,206.0,400.0,0.515,0.544,117.0,140.0,0.836,19.0,141.0,160.0,139.0,41.0,10.0,85.0,104.0,889.0,0.0,,2017,2016-17
95.0,Austin Rivers,24.0,LAC,SG,74.0,29.0,2054.0,323.0,731.0,0.442,111.0,299.0,0.371,212.0,432.0,0.491,0.518,132.0,191.0,0.691,20.0,141.0,161.0,204.0,48.0,10.0,115.0,187.0,889.0,0.0,,2017,2016-17
96.0,Marcin Gortat,32.0,WAS,C,82.0,82.0,2556.0,390.0,674.0,0.579,0.0,2.0,0.0,390.0,672.0,0.58,0.579,103.0,159.0,0.648,238.0,611.0,849.0,121.0,40.0,61.0,119.0,213.0,883.0,0.0,,2017,2016-17
97.0,Frank Kaminsky,23.0,CHO,C,75.0,16.0,1954.0,320.0,802.0,0.399,116.0,354.0,0.328,204.0,448.0,0.455,0.471,118.0,156.0,0.756,57.0,279.0,336.0,162.0,46.0,34.0,76.0,139.0,874.0,0.0,,2017,2016-17
98.0,Buddy Hield,24.0,2TM,SG,82.0,55.0,1888.0,327.0,767.0,0.426,148.0,379.0,0.391,179.0,388.0,0.461,0.523,64.0,76.0,0.842,35.0,234.0,269.0,121.0,38.0,9.0,101.0,115.0,866.0,0.0,ROY-4,2017,2016-17
98.0,Buddy Hield,24.0,NOP,SG,57.0,37.0,1161.0,185.0,471.0,0.393,89.0,241.0,0.369,96.0,230.0,0.417,0.487,29.0,33.0,0.879,19.0,147.0,166.0,77.0,18.0,7.0,48.0,81.0,488.0,0.0,,2017,2016-17
98.0,Buddy Hield,24.0,SAC,SG,25.0,18.0,727.0,142.0,296.0,0.48,59.0,138.0,0.428,83.0,158.0,0.525,0.579,35.0,43.0,0.814,16.0,87.0,103.0,44.0,20.0,2.0,53.0,34.0,378.0,0.0,,2017,2016-17
99.0,Robert Covington,26.0,PHI,SF,67.0,67.0,2119.0,292.0,732.0,0.399,137.0,412.0,0.333,155.0,320.0,0.484,0.492,143.0,174.0,0.822,92.0,344.0,436.0,102.0,127.0,69.0,131.0,203.0,864.0,0.0,DPOY-4,2017,2016-17
100.0,Terrence Ross,25.0,2TM,SF,78.0,24.0,1955.0,326.0,746.0,0.437,142.0,391.0,0.363,184.0,355.0,0.518,0.532,64.0,77.0,0.831,18.0,188.0,206.0,88.0,87.0,33.0,68.0,143.0,858.0,0.0,,2017,2016-17
100.0,Terrence Ross,25.0,TOR,SF,54.0,0.0,1207.0,211.0,479.0,0.441,96.0,256.0,0.375,115.0,223.0,0.516,0.541,41.0,50.0,0.82,14.0,124.0,138.0,45.0,53.0,20.0,33.0,82.0,559.0,0.0,,2017,2016-17
100.0,Terrence Ross,25.0,ORL,SF,24.0,24.0,748.0,115.0,267.0,0.431,46.0,135.0,0.341,69.0,132.0,0.523,0.517,23.0,27.0,0.852,4.0,64.0,68.0,43.0,34.0,13.0,35.0,61.0,299.0,0.0,,2017,2016-17
101.0,Gary Harris,22.0,DEN,SG,57.0,56.0,1782.0,320.0,637.0,0.502,107.0,255.0,0.42,213.0,382.0,0.558,0.586,104.0,134.0,0.776,48.0,130.0,178.0,164.0,71.0,8.0,76.0,92.0,851.0,0.0,,2017,2016-17
102.0,Marvin Williams,30.0,CHO,PF,76.0,76.0,2295.0,297.0,704.0,0.422,124.0,354.0,0.35,173.0,350.0,0.494,0.51,131.0,150.0,0.873,89.0,411.0,500.0,106.0,58.0,53.0,60.0,134.0,849.0,0.0,,2017,2016-17
103.0,Taj Gibson,31.0,2TM,PF,78.0,71.0,1989.0,365.0,709.0,0.515,3.0,13.0,0.231,362.0,696.0,0.52,0.517,113.0,158.0,0.715,158.0,327.0,485.0,73.0,41.0,65.0,105.0,163.0,846.0,0.0,,2017,2016-17
103.0,Taj Gibson,31.0,CHI,PF,55.0,55.0,1502.0,276.0,530.0,0.521,2.0,12.0,0.167,274.0,518.0,0.529,0.523,85.0,119.0,0.714,120.0,262.0,382.0,60.0,27.0,50.0,77.0,123.0,639.0,0.0,,2017,2016-17
103.0,Taj Gibson,31.0,OKC,PF,23.0,16.0,487.0,89.0,179.0,0.497,1.0,1.0,1.0,88.0,178.0,0.494,0.5,28.0,39.0,0.718,38.0,65.0,103.0,13.0,14.0,15.0,28.0,40.0,207.0,0.0,,2017,2016-17
104.0,Allen Crabbe,24.0,POR,SG,79.0,7.0,2254.0,303.0,647.0,0.468,134.0,302.0,0.444,169.0,345.0,0.49,0.572,105.0,124.0,0.847,19.0,207.0,226.0,94.0,54.0,20.0,62.0,171.0,845.0,0.0,,2017,2016-17
105.0,Mason Plumlee,26.0,2TM,C,81.0,64.0,2148.0,334.0,623.0,0.536,0.0,6.0,0.0,334.0,617.0,0.541,0.536,174.0,300.0,0.58,170.0,435.0,605.0,284.0,69.0,92.0,134.0,226.0,842.0,0.0,,2017,2016-17
105.0,Mason Plumlee,26.0,POR,C,54.0,54.0,1516.0,235.0,442.0,0.532,0.0,5.0,0.0,235.0,437.0,0.538,0.532,127.0,224.0,0.567,120.0,312.0,432.0,214.0,50.0,63.0,88.0,149.0,597.0,0.0,,2017,2016-17
105.0,Mason Plumlee,26.0,DEN,C,27.0,10.0,632.0,99.0,181.0,0.547,0.0,1.0,0.0,99.0,180.0,0.55,0.547,47.0,76.0,0.618,50.0,123.0,173.0,70.0,19.0,29.0,46.0,77.0,245.0,0.0,,2017,2016-17
106.0,Robin Lopez,28.0,CHI,C,81.0,81.0,2271.0,382.0,775.0,0.493,0.0,2.0,0.0,382.0,773.0,0.494,0.493,75.0,104.0,0.721,244.0,276.0,520.0,80.0,18.0,117.0,91.0,151.0,839.0,0.0,,2017,2016-17
107.0,Ricky Rubio,26.0,MIN,PG,75.0,75.0,2469.0,261.0,650.0,0.402,60.0,196.0,0.306,201.0,454.0,0.443,0.448,254.0,285.0,0.891,68.0,237.0,305.0,682.0,128.0,10.0,195.0,202.0,836.0,1.0,,2017,2016-17
108.0,Courtney Lee,31.0,NYK,SG,77.0,74.0,2459.0,321.0,704.0,0.456,108.0,269.0,0.401,213.0,435.0,0.49,0.533,85.0,98.0,0.867,53.0,206.0,259.0,179.0,81.0,24.0,69.0,141.0,835.0,0.0,,2017,2016-17
109.0,Marcus Smart,22.0,BOS,SG,79.0,24.0,2399.0,269.0,749.0,0.359,94.0,332.0,0.283,175.0,417.0,0.42,0.422,203.0,250.0,0.812,78.0,227.0,305.0,364.0,125.0,34.0,159.0,192.0,835.0,0.0,,2017,2016-17
110.0,George Hill,30.0,UTA,PG,49.0,49.0,1544.0,289.0,606.0,0.477,94.0,233.0,0.403,195.0,373.0,0.523,0.554,157.0,196.0,0.801,23.0,144.0,167.0,204.0,50.0,11.0,85.0,114.0,829.0,0.0,,2017,2016-17
111.0,Will Barton,26.0,DEN,SG,60.0,19.0,1705.0,295.0,666.0,0.443,87.0,235.0,0.37,208.0,431.0,0.483,0.508,143.0,190.0,0.753,58.0,201.0,259.0,206.0,48.0,28.0,97.0,110.0,820.0,0.0,,2017,2016-17
112.0,Clint Capela,22.0,HOU,C,65.0,59.0,1551.0,362.0,563.0,0.643,0.0,0.0,,362.0,563.0,0.643,0.643,94.0,177.0,0.531,178.0,348.0,526.0,63.0,34.0,79.0,87.0,179.0,818.0,0.0,,2017,2016-17
113.0,Gorgui Dieng,27.0,MIN,PF,82.0,82.0,2653.0,332.0,661.0,0.502,16.0,43.0,0.372,316.0,618.0,0.511,0.514,136.0,167.0,0.814,188.0,459.0,647.0,158.0,88.0,95.0,107.0,254.0,816.0,0.0,,2017,2016-17
114.0,C.J. Miles,29.0,IND,SF,76.0,29.0,1776.0,281.0,647.0,0.434,169.0,409.0,0.413,112.0,238.0,0.471,0.565,84.0,93.0,0.903,30.0,199.0,229.0,48.0,46.0,25.0,40.0,151.0,815.0,0.0,,2017,2016-17
115.0,Thaddeus Young,28.0,IND,PF,74.0,74.0,2237.0,362.0,687.0,0.527,45.0,118.0,0.381,317.0,569.0,0.557,0.56,45.0,86.0,0.523,131.0,317.0,448.0,122.0,113.0,29.0,95.0,135.0,814.0,0.0,,2017,2016-17
116.0,Jamal Murray,19.0,DEN,SG,82.0,10.0,1764.0,295.0,730.0,0.404,115.0,344.0,0.334,180.0,386.0,0.466,0.483,106.0,120.0,0.883,41.0,173.0,214.0,170.0,51.0,24.0,113.0,124.0,811.0,0.0,ROY-5,2017,2016-17
117.0,Kent Bazemore,27.0,ATL,SF,73.0,64.0,1963.0,295.0,721.0,0.409,92.0,266.0,0.346,203.0,455.0,0.446,0.473,119.0,168.0,0.708,45.0,186.0,231.0,177.0,91.0,52.0,125.0,165.0,801.0,0.0,,2017,2016-17
118.0,Pau Gasol,36.0,SAS,C,64.0,39.0,1627.0,303.0,604.0,0.502,56.0,104.0,0.538,247.0,500.0,0.494,0.548,130.0,184.0,0.707,107.0,394.0,501.0,150.0,24.0,70.0,81.0,110.0,792.0,0.0,,2017,2016-17
119.0,Nick Young,31.0,LAL,SG,60.0,60.0,1556.0,272.0,633.0,0.43,170.0,421.0,0.404,102.0,212.0,0.481,0.564,77.0,90.0,0.856,25.0,113.0,138.0,58.0,37.0,14.0,36.0,137.0,791.0,0.0,,2017,2016-17
120.0,Marco Belinelli,30.0,CHO,SG,74.0,0.0,1778.0,264.0,615.0,0.429,102.0,283.0,0.36,162.0,332.0,0.488,0.512,150.0,168.0,0.893,14.0,164.0,178.0,147.0,44.0,9.0,70.0,90.0,780.0,0.0,,2017,2016-17
121.0,Draymond Green,26.0,GSW,PF,76.0,76.0,2471.0,272.0,650.0,0.418,81.0,263.0,0.308,191.0,387.0,0.494,0.481,151.0,213.0,0.709,98.0,501.0,599.0,533.0,154.0,106.0,184.0,217.0,776.0,5.0,"DPOY-1,AS,NBA3,DEF1",2017,2016-17
122.0,Maurice Harkless,23.0,POR,SF,77.0,69.0,2223.0,314.0,624.0,0.503,68.0,194.0,0.351,246.0,430.0,0.572,0.558,77.0,124.0,0.621,125.0,216.0,341.0,88.0,85.0,70.0,86.0,214.0,773.0,0.0,,2017,2016-17
123.0,Shabazz Muhammad,24.0,MIN,SF,78.0,1.0,1516.0,288.0,598.0,0.482,49.0,145.0,0.338,239.0,453.0,0.528,0.523,147.0,190.0,0.774,84.0,136.0,220.0,35.0,22.0,6.0,56.0,86.0,772.0,0.0,,2017,2016-17
124.0,Dirk Nowitzki,38.0,DAL,PF,54.0,54.0,1424.0,296.0,678.0,0.437,79.0,209.0,0.378,217.0,469.0,0.463,0.495,98.0,112.0,0.875,23.0,330.0,353.0,82.0,30.0,38.0,51.0,113.0,769.0,0.0,,2017,2016-17
125.0,Malcolm Brogdon,24.0,MIL,SG,75.0,28.0,1982.0,290.0,635.0,0.457,78.0,193.0,0.404,212.0,442.0,0.48,0.518,109.0,126.0,0.865,47.0,166.0,213.0,317.0,84.0,12.0,113.0,140.0,767.0,1.0,"ROY-1,6MOY-11",2017,2016-17
126.0,Jon Leuer,27.0,DET,PF,75.0,34.0,1944.0,310.0,646.0,0.48,49.0,167.0,0.293,261.0,479.0,0.545,0.518,98.0,113.0,0.867,102.0,300.0,402.0,111.0,31.0,26.0,66.0,145.0,767.0,0.0,,2017,2016-17
127.0,Patty Mills,28.0,SAS,PG,80.0,8.0,1754.0,273.0,621.0,0.44,147.0,355.0,0.414,126.0,266.0,0.474,0.558,66.0,80.0,0.825,24.0,117.0,141.0,280.0,65.0,3.0,101.0,109.0,759.0,0.0,6MOY-8,2017,2016-17
128.0,Ish Smith,28.0,DET,PG,81.0,32.0,1955.0,329.0,749.0,0.439,28.0,105.0,0.267,301.0,644.0,0.467,0.458,72.0,102.0,0.706,21.0,214.0,235.0,418.0,61.0,33.0,112.0,127.0,758.0,0.0,,2017,2016-17
129.0,Nik Stauskas,23.0,PHI,SG,80.0,27.0,2188.0,251.0,634.0,0.396,132.0,359.0,0.368,119.0,275.0,0.433,0.5,122.0,150.0,0.813,21.0,205.0,226.0,188.0,45.0,32.0,128.0,144.0,756.0,0.0,,2017,2016-17
130.0,Marquese Chriss,19.0,PHO,PF,82.0,75.0,1743.0,284.0,632.0,0.449,72.0,224.0,0.321,212.0,408.0,0.52,0.506,113.0,181.0,0.624,96.0,252.0,348.0,60.0,67.0,70.0,108.0,263.0,753.0,0.0,ROY-7,2017,2016-17
131.0,Reggie Jackson,26.0,DET,PG,52.0,50.0,1424.0,284.0,677.0,0.419,66.0,184.0,0.359,218.0,493.0,0.442,0.468,118.0,136.0,0.868,21.0,93.0,114.0,270.0,35.0,5.0,114.0,129.0,752.0,0.0,,2017,2016-17
132.0,Rodney Hood,24.0,UTA,SG,59.0,55.0,1593.0,272.0,666.0,0.408,114.0,307.0,0.371,158.0,359.0,0.44,0.494,90.0,115.0,0.783,16.0,186.0,202.0,96.0,38.0,11.0,65.0,132.0,748.0,0.0,,2017,2016-17
133.0,Nikola Mirotić,25.0,CHI,PF,70.0,15.0,1679.0,258.0,625.0,0.413,129.0,377.0,0.342,129.0,248.0,0.52,0.516,99.0,128.0,0.773,61.0,323.0,384.0,75.0,53.0,55.0,80.0,128.0,744.0,0.0,,2017,2016-17
134.0,Michael Kidd-Gilchrist,23.0,CHO,SF,81.0,81.0,2349.0,295.0,618.0,0.477,1.0,9.0,0.111,294.0,609.0,0.483,0.478,152.0,194.0,0.784,156.0,409.0,565.0,114.0,81.0,77.0,56.0,187.0,743.0,0.0,,2017,2016-17
135.0,Brandon Ingram,19.0,LAL,SF,79.0,40.0,2279.0,276.0,686.0,0.402,55.0,187.0,0.294,221.0,499.0,0.443,0.442,133.0,214.0,0.621,60.0,256.0,316.0,166.0,50.0,36.0,116.0,158.0,740.0,0.0,,2017,2016-17
136.0,Cory Joseph,25.0,TOR,PG,80.0,22.0,2003.0,299.0,661.0,0.452,48.0,135.0,0.356,251.0,526.0,0.477,0.489,94.0,122.0,0.77,51.0,184.0,235.0,265.0,66.0,13.0,108.0,140.0,740.0,0.0,,2017,2016-17
137.0,Dion Waiters,25.0,MIA,SG,46.0,43.0,1384.0,281.0,663.0,0.424,85.0,215.0,0.395,196.0,448.0,0.438,0.488,82.0,127.0,0.646,18.0,135.0,153.0,200.0,42.0,20.0,103.0,95.0,729.0,0.0,,2017,2016-17
138.0,Joe Johnson,35.0,UTA,SF,78.0,14.0,1843.0,273.0,626.0,0.436,106.0,258.0,0.411,167.0,368.0,0.454,0.521,63.0,77.0,0.818,33.0,210.0,243.0,144.0,36.0,18.0,69.0,93.0,715.0,0.0,,2017,2016-17
139.0,Marreese Speights,29.0,LAC,C,82.0,2.0,1286.0,244.0,548.0,0.445,103.0,277.0,0.372,141.0,271.0,0.52,0.539,120.0,137.0,0.876,88.0,285.0,373.0,65.0,23.0,41.0,69.0,229.0,711.0,0.0,,2017,2016-17
140.0,Trevor Booker,29.0,BRK,PF,71.0,43.0,1754.0,305.0,591.0,0.516,25.0,78.0,0.321,280.0,513.0,0.546,0.537,74.0,110.0,0.673,143.0,428.0,571.0,138.0,75.0,28.0,127.0,152.0,709.0,0.0,,2017,2016-17
141.0,Deron Williams,32.0,2TM,PG,64.0,44.0,1657.0,263.0,600.0,0.438,85.0,234.0,0.363,178.0,366.0,0.486,0.509,90.0,109.0,0.826,14.0,133.0,147.0,360.0,31.0,8.0,138.0,138.0,701.0,0.0,,2017,2016-17
141.0,Deron Williams,32.0,DAL,PG,40.0,40.0,1171.0,195.0,453.0,0.43,63.0,181.0,0.348,132.0,272.0,0.485,0.5,69.0,84.0,0.821,13.0,89.0,102.0,274.0,25.0,2.0,98.0,96.0,522.0,0.0,,2017,2016-17
141.0,Deron Williams,32.0,CLE,PG,24.0,4.0,486.0,68.0,147.0,0.463,22.0,53.0,0.415,46.0,94.0,0.489,0.537,21.0,25.0,0.84,1.0,44.0,45.0,86.0,6.0,6.0,40.0,42.0,179.0,0.0,,2017,2016-17
142.0,E'Twaun Moore,27.0,NOP,SG,73.0,22.0,1820.0,283.0,619.0,0.457,77.0,208.0,0.37,206.0,411.0,0.501,0.519,57.0,74.0,0.77,33.0,119.0,152.0,164.0,50.0,32.0,62.0,131.0,700.0,0.0,,2017,2016-17
143.0,JaMychal Green,26.0,MEM,PF,77.0,75.0,2101.0,250.0,500.0,0.5,55.0,145.0,0.379,195.0,355.0,0.549,0.555,134.0,167.0,0.802,167.0,377.0,544.0,84.0,47.0,34.0,94.0,248.0,689.0,0.0,,2017,2016-17
144.0,Jameer Nelson,34.0,DEN,PG,75.0,39.0,2045.0,268.0,604.0,0.444,106.0,273.0,0.388,162.0,331.0,0.489,0.531,45.0,63.0,0.714,28.0,164.0,192.0,385.0,54.0,8.0,128.0,197.0,687.0,0.0,,2017,2016-17
145.0,Tony Snell,25.0,MIL,SG,80.0,80.0,2336.0,246.0,541.0,0.455,144.0,355.0,0.406,102.0,186.0,0.548,0.588,47.0,58.0,0.81,22.0,226.0,248.0,96.0,55.0,14.0,55.0,125.0,683.0,0.0,,2017,2016-17
146.0,Ty Lawson,29.0,SAC,PG,69.0,24.0,1732.0,237.0,522.0,0.454,34.0,118.0,0.288,203.0,404.0,0.502,0.487,173.0,217.0,0.797,44.0,135.0,179.0,334.0,74.0,6.0,129.0,119.0,681.0,1.0,,2017,2016-17
147.0,Kelly Olynyk,25.0,BOS,C,75.0,6.0,1538.0,260.0,508.0,0.512,68.0,192.0,0.354,192.0,316.0,0.608,0.579,90.0,123.0,0.732,73.0,288.0,361.0,148.0,43.0,29.0,96.0,207.0,678.0,0.0,,2017,2016-17
148.0,Kyle Korver,35.0,2TM,SG,67.0,22.0,1753.0,239.0,515.0,0.464,162.0,359.0,0.451,77.0,156.0,0.494,0.621,38.0,42.0,0.905,7.0,179.0,186.0,110.0,34.0,21.0,69.0,107.0,678.0,0.0,,2017,2016-17
148.0,Kyle Korver,35.0,ATL,SG,32.0,21.0,894.0,108.0,246.0,0.439,65.0,159.0,0.409,43.0,87.0,0.494,0.571,24.0,27.0,0.889,0.0,89.0,89.0,75.0,23.0,13.0,40.0,47.0,305.0,0.0,,2017,2016-17
148.0,Kyle Korver,35.0,CLE,SG,35.0,1.0,859.0,131.0,269.0,0.487,97.0,200.0,0.485,34.0,69.0,0.493,0.667,14.0,15.0,0.933,7.0,90.0,97.0,35.0,11.0,8.0,29.0,60.0,373.0,0.0,,2017,2016-17
149.0,Channing Frye,33.0,CLE,C,74.0,15.0,1398.0,238.0,520.0,0.458,137.0,335.0,0.409,101.0,185.0,0.546,0.589,63.0,74.0,0.851,37.0,253.0,290.0,45.0,33.0,37.0,53.0,138.0,676.0,0.0,,2017,2016-17
150.0,Rondae Hollis-Jefferson,22.0,BRK,SF,78.0,50.0,1761.0,235.0,542.0,0.434,15.0,67.0,0.224,220.0,475.0,0.463,0.447,190.0,253.0,0.751,96.0,356.0,452.0,154.0,82.0,44.0,116.0,177.0,675.0,0.0,,2017,2016-17
151.0,Gerald Henderson,29.0,PHI,SG,72.0,41.0,1667.0,234.0,553.0,0.423,61.0,173.0,0.353,173.0,380.0,0.455,0.478,133.0,165.0,0.806,34.0,151.0,185.0,112.0,40.0,15.0,62.0,129.0,662.0,0.0,,2017,2016-17
152.0,Jusuf Nurkić,22.0,2TM,C,65.0,48.0,1391.0,271.0,534.0,0.507,0.0,1.0,0.0,271.0,533.0,0.508,0.507,120.0,210.0,0.571,154.0,313.0,467.0,123.0,50.0,74.0,143.0,161.0,662.0,0.0,,2017,2016-17
152.0,Jusuf Nurkić,22.0,DEN,C,45.0,29.0,807.0,151.0,298.0,0.507,0.0,0.0,,151.0,298.0,0.507,0.507,56.0,113.0,0.496,89.0,171.0,260.0,60.0,25.0,36.0,81.0,88.0,358.0,0.0,,2017,2016-17
152.0,Jusuf Nurkić,22.0,POR,C,20.0,19.0,584.0,120.0,236.0,0.508,0.0,1.0,0.0,120.0,235.0,0.511,0.508,64.0,97.0,0.66,65.0,142.0,207.0,63.0,25.0,38.0,62.0,73.0,304.0,0.0,,2017,2016-17
153.0,Wayne Ellington,29.0,MIA,SG,62.0,13.0,1500.0,231.0,555.0,0.416,149.0,394.0,0.378,82.0,161.0,0.509,0.55,37.0,43.0,0.86,18.0,114.0,132.0,70.0,35.0,4.0,30.0,70.0,648.0,0.0,,2017,2016-17
154.0,Tony Allen,35.0,MEM,SG,71.0,66.0,1914.0,274.0,595.0,0.461,15.0,54.0,0.278,259.0,541.0,0.479,0.473,80.0,130.0,0.615,166.0,225.0,391.0,98.0,115.0,29.0,100.0,178.0,643.0,0.0,DEF2,2017,2016-17
155.0,Patrick Beverley,28.0,HOU,SG,67.0,67.0,2058.0,228.0,543.0,0.42,110.0,288.0,0.382,118.0,255.0,0.463,0.521,73.0,95.0,0.768,95.0,298.0,393.0,281.0,99.0,25.0,100.0,222.0,639.0,0.0,"DPOY-8,DEF1",2017,2016-17
156.0,Cody Zeller,24.0,CHO,C,62.0,58.0,1725.0,253.0,443.0,0.571,0.0,1.0,0.0,253.0,442.0,0.572,0.571,133.0,196.0,0.679,135.0,270.0,405.0,99.0,62.0,58.0,65.0,189.0,639.0,0.0,,2017,2016-17
157.0,DeMarre Carroll,30.0,TOR,SF,72.0,72.0,1882.0,220.0,550.0,0.4,109.0,320.0,0.341,111.0,230.0,0.483,0.499,89.0,117.0,0.761,63.0,212.0,275.0,74.0,81.0,27.0,54.0,143.0,638.0,0.0,,2017,2016-17
158.0,Jeff Green,30.0,ORL,PF,69.0,11.0,1534.0,220.0,558.0,0.394,53.0,193.0,0.275,167.0,365.0,0.458,0.442,145.0,168.0,0.863,39.0,175.0,214.0,81.0,37.0,13.0,75.0,103.0,638.0,0.0,,2017,2016-17
159.0,Tony Parker,34.0,SAS,PG,63.0,63.0,1587.0,265.0,569.0,0.466,23.0,69.0,0.333,242.0,500.0,0.484,0.486,85.0,117.0,0.726,9.0,104.0,113.0,285.0,34.0,2.0,89.0,92.0,638.0,0.0,,2017,2016-17
160.0,Norman Powell,23.0,TOR,SG,76.0,18.0,1368.0,227.0,506.0,0.449,56.0,173.0,0.324,171.0,333.0,0.514,0.504,126.0,159.0,0.792,26.0,143.0,169.0,82.0,52.0,14.0,70.0,127.0,636.0,0.0,,2017,2016-17
161.0,Monta Ellis,31.0,IND,SG,74.0,33.0,1998.0,247.0,557.0,0.443,43.0,135.0,0.319,204.0,422.0,0.483,0.482,93.0,128.0,0.727,19.0,185.0,204.0,236.0,78.0,27.0,135.0,149.0,630.0,0.0,,2017,2016-17
162.0,Tristan Thompson,25.0,CLE,C,78.0,78.0,2336.0,262.0,437.0,0.6,0.0,3.0,0.0,262.0,434.0,0.604,0.6,106.0,213.0,0.498,286.0,429.0,715.0,77.0,39.0,84.0,64.0,176.0,630.0,0.0,,2017,2016-17
163.0,Justin Holiday,27.0,NYK,SG,82.0,4.0,1639.0,233.0,538.0,0.433,97.0,273.0,0.355,136.0,265.0,0.513,0.523,66.0,80.0,0.825,27.0,198.0,225.0,102.0,65.0,31.0,66.0,109.0,629.0,0.0,,2017,2016-17
164.0,Joel Embiid,22.0,PHI,C,31.0,31.0,786.0,200.0,429.0,0.466,36.0,98.0,0.367,164.0,331.0,0.495,0.508,191.0,244.0,0.783,61.0,182.0,243.0,66.0,27.0,76.0,117.0,112.0,627.0,0.0,ROY-3,2017,2016-17
165.0,D.J. Augustin,29.0,ORL,PG,78.0,20.0,1538.0,195.0,517.0,0.377,95.0,274.0,0.347,100.0,243.0,0.412,0.469,131.0,161.0,0.814,15.0,102.0,117.0,209.0,31.0,1.0,90.0,101.0,616.0,0.0,,2017,2016-17
166.0,Alex Len,23.0,PHO,C,77.0,34.0,1560.0,230.0,463.0,0.497,3.0,12.0,0.25,227.0,451.0,0.503,0.5,150.0,208.0,0.721,156.0,354.0,510.0,44.0,38.0,98.0,102.0,242.0,613.0,0.0,,2017,2016-17
167.0,Willie Cauley-Stein,23.0,SAC,C,75.0,21.0,1421.0,255.0,481.0,0.53,0.0,2.0,0.0,255.0,479.0,0.532,0.53,101.0,151.0,0.669,85.0,254.0,339.0,80.0,53.0,44.0,69.0,147.0,611.0,0.0,,2017,2016-17
168.0,Nenê,34.0,HOU,C,67.0,8.0,1198.0,245.0,397.0,0.617,3.0,9.0,0.333,242.0,388.0,0.624,0.621,116.0,197.0,0.589,95.0,187.0,282.0,65.0,56.0,39.0,73.0,163.0,609.0,0.0,,2017,2016-17
169.0,Jeremy Lamb,24.0,CHO,SG,62.0,5.0,1143.0,226.0,491.0,0.46,41.0,146.0,0.281,185.0,345.0,0.536,0.502,110.0,129.0,0.853,30.0,234.0,264.0,75.0,27.0,23.0,40.0,98.0,603.0,0.0,,2017,2016-17
170.0,Emmanuel Mudiay,20.0,DEN,PG,55.0,41.0,1406.0,208.0,551.0,0.377,56.0,178.0,0.315,152.0,373.0,0.408,0.428,131.0,167.0,0.784,29.0,149.0,178.0,217.0,41.0,13.0,123.0,95.0,603.0,0.0,,2017,2016-17
171.0,Brandon Knight,25.0,PHO,SG,54.0,5.0,1140.0,209.0,525.0,0.398,45.0,139.0,0.324,164.0,386.0,0.425,0.441,132.0,154.0,0.857,25.0,93.0,118.0,130.0,27.0,5.0,88.0,87.0,595.0,0.0,,2017,2016-17
