Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,season_end_year,season
63.0,Trae Young,27.0,ATL,PG,5.0,5.0,27.8,5.2,14.0,0.371,1.0,5.2,0.192,4.2,8.8,0.477,0.407,6.4,7.8,0.821,0.0,2.0,2.0,7.8,0.8,0.2,2.0,1.8,17.8,,2026,2025-26
64.0,Jaden McDaniels,25.0,MIN,PF,13.0,13.0,31.7,6.9,12.6,0.549,1.7,3.4,0.5,5.2,9.2,0.567,0.616,2.2,2.5,0.848,1.1,3.5,4.5,2.3,0.9,1.3,1.8,3.7,17.7,,2026,2025-26
65.0,Jaime Jaquez Jr.,24.0,MIA,SF,13.0,0.0,30.2,6.9,13.0,0.533,0.4,1.9,0.2,6.5,11.1,0.59,0.547,3.2,4.2,0.778,1.3,6.0,7.3,5.2,0.7,0.3,1.7,2.2,17.5,,2026,2025-26
66.0,Andrew Wiggins,30.0,MIA,SF,13.0,13.0,32.9,6.9,13.6,0.508,1.9,5.1,0.379,5.0,8.5,0.586,0.579,1.8,2.7,0.657,1.6,3.3,4.9,2.8,1.2,0.9,2.2,2.6,17.5,,2026,2025-26
67.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,32.0,5.9,11.9,0.497,0.9,3.8,0.24,5.0,8.1,0.619,0.535,4.5,6.5,0.694,1.5,4.3,5.8,7.5,1.7,0.4,4.0,3.6,17.3,,2026,2025-26
68.0,Jordan Poole,26.0,NOP,PG,7.0,4.0,30.3,5.0,14.1,0.354,2.9,8.4,0.339,2.1,5.7,0.375,0.455,4.4,4.6,0.969,0.4,1.3,1.7,3.4,0.3,0.3,2.1,2.6,17.3,,2026,2025-26
69.0,Kristaps Porziņģis,30.0,ATL,C,9.0,9.0,25.8,5.4,12.7,0.43,1.6,5.0,0.311,3.9,7.7,0.507,0.491,4.9,5.7,0.863,1.9,3.8,5.7,3.7,0.6,1.6,1.1,3.0,17.3,,2026,2025-26
70.0,Amen Thompson,23.0,HOU,SF,12.0,12.0,35.5,6.7,14.2,0.471,0.5,2.4,0.207,6.2,11.8,0.525,0.488,3.4,4.5,0.759,2.3,3.8,6.1,5.2,1.3,0.5,2.3,2.3,17.3,,2026,2025-26
71.0,Kon Knueppel,20.0,CHO,SF,13.0,12.0,32.6,5.9,13.0,0.456,3.2,7.8,0.402,2.8,5.2,0.537,0.577,2.2,2.5,0.875,0.6,5.3,5.9,2.8,0.7,0.2,2.5,2.3,17.2,,2026,2025-26
72.0,Domantas Sabonis,29.0,SAC,C,11.0,11.0,33.2,6.7,13.2,0.51,0.4,1.8,0.2,6.4,11.4,0.56,0.524,3.4,4.6,0.725,3.4,8.9,12.3,3.7,1.2,0.2,2.5,4.0,17.2,,2026,2025-26
73.0,Kyshawn George,22.0,WAS,SF,12.0,12.0,31.0,6.2,12.2,0.507,2.6,5.8,0.449,3.6,6.4,0.558,0.613,2.0,2.8,0.706,0.6,5.5,6.1,4.6,0.9,0.9,3.3,4.8,16.9,,2026,2025-26
74.0,Ryan Rollins,23.0,MIL,PG,14.0,13.0,31.1,6.5,12.4,0.526,2.3,5.0,0.457,4.2,7.4,0.573,0.618,1.6,2.1,0.767,0.8,3.0,3.8,5.4,1.7,0.2,2.4,3.0,16.9,,2026,2025-26
75.0,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,34.8,6.2,12.4,0.497,1.9,5.6,0.343,4.3,6.8,0.622,0.574,2.5,3.2,0.789,1.2,3.9,5.1,1.3,1.1,0.8,1.5,2.7,16.8,,2026,2025-26
76.0,Jrue Holiday,35.0,POR,PG,12.0,12.0,33.4,6.2,13.8,0.446,2.6,7.1,0.365,3.6,6.8,0.531,0.539,1.8,2.1,0.84,1.3,3.9,5.3,8.3,1.6,0.3,2.9,2.0,16.7,,2026,2025-26
77.0,Ajay Mitchell,23.0,OKC,SG,14.0,5.0,28.3,6.1,13.3,0.457,1.3,3.8,0.34,4.8,9.5,0.504,0.505,3.3,3.6,0.92,0.8,3.2,4.0,3.9,1.8,0.3,1.8,2.4,16.7,,2026,2025-26
78.0,Quentin Grimes,25.0,PHI,SG,12.0,0.0,30.9,5.3,11.3,0.467,2.4,6.2,0.392,2.8,5.1,0.557,0.574,3.7,4.4,0.83,0.4,3.6,4.0,4.4,0.9,0.5,3.2,2.5,16.6,,2026,2025-26
79.0,Desmond Bane,27.0,ORL,SG,14.0,14.0,32.5,6.1,13.9,0.436,1.5,4.8,0.313,4.6,9.1,0.5,0.49,2.9,3.1,0.909,1.1,3.2,4.3,4.4,0.4,0.4,2.4,3.4,16.5,,2026,2025-26
80.0,Nikola Vučević,35.0,CHI,C,12.0,12.0,31.7,6.5,12.8,0.506,1.9,4.4,0.434,4.6,8.4,0.545,0.581,1.6,2.1,0.76,2.1,8.0,10.1,3.5,0.7,0.5,1.8,2.4,16.5,,2026,2025-26
81.0,Payton Pritchard,28.0,BOS,PG,14.0,14.0,31.9,5.9,13.3,0.446,2.5,7.8,0.321,3.4,5.5,0.623,0.54,2.0,2.5,0.8,0.9,3.0,3.9,5.0,0.8,0.0,1.3,2.0,16.4,,2026,2025-26
82.0,CJ McCollum,34.0,WAS,SG,13.0,13.0,29.5,5.5,13.8,0.394,2.6,6.9,0.378,2.8,6.9,0.411,0.489,2.8,3.4,0.818,0.7,2.5,3.2,3.3,0.8,0.2,1.5,2.3,16.3,,2026,2025-26
83.0,Deandre Ayton,27.0,LAL,C,13.0,13.0,30.4,7.6,11.0,0.692,0.0,0.0,,7.6,11.0,0.692,0.692,1.0,1.6,0.619,2.8,5.5,8.4,0.9,0.7,0.9,2.7,3.2,16.2,,2026,2025-26
84.0,Ivica Zubac,28.0,LAC,C,13.0,13.0,31.3,6.9,11.0,0.629,0.0,0.0,,6.9,11.0,0.629,0.629,2.3,3.1,0.75,3.2,7.4,10.6,2.2,0.5,1.1,2.2,2.7,16.2,,2026,2025-26
85.0,Derrick White,31.0,BOS,SG,14.0,14.0,32.9,5.5,15.4,0.356,2.6,8.6,0.306,2.9,6.8,0.421,0.442,2.4,2.9,0.825,0.9,3.0,3.9,5.4,1.7,1.2,1.2,1.7,16.0,,2026,2025-26
86.0,OG Anunoby,28.0,NYK,PF,12.0,12.0,31.1,5.8,12.3,0.476,2.6,6.6,0.392,3.3,5.7,0.574,0.582,1.6,2.1,0.76,1.6,4.0,5.6,2.2,1.9,0.7,1.8,2.3,15.8,,2026,2025-26
87.0,Rui Hachimura,27.0,LAL,PF,13.0,13.0,34.6,6.1,10.5,0.577,2.0,4.0,0.5,4.1,6.5,0.624,0.672,1.7,2.3,0.733,0.7,3.1,3.8,1.2,0.7,0.2,1.2,1.9,15.8,,2026,2025-26
88.0,Immanuel Quickley,26.0,TOR,PG,13.0,13.0,31.4,5.5,12.0,0.462,2.3,6.2,0.375,3.2,5.8,0.553,0.558,2.4,3.2,0.756,0.6,3.7,4.3,6.2,1.2,0.0,1.7,2.2,15.8,,2026,2025-26
89.0,Onyeka Okongwu,25.0,ATL,C,14.0,5.0,29.4,5.6,10.8,0.517,1.7,4.4,0.387,3.9,6.4,0.607,0.596,2.9,3.7,0.769,1.8,6.1,7.9,2.5,0.9,1.1,1.6,3.5,15.7,,2026,2025-26
90.0,Jarrett Allen,27.0,CLE,C,12.0,12.0,25.9,5.9,10.1,0.587,0.0,0.3,0.0,5.9,9.8,0.607,0.587,3.8,5.0,0.75,2.4,5.3,7.8,1.8,1.2,0.9,1.6,1.5,15.6,,2026,2025-26
91.0,Mikal Bridges,29.0,NYK,SF,12.0,12.0,34.8,5.8,12.0,0.486,2.5,6.0,0.417,3.3,6.0,0.556,0.59,1.4,1.7,0.85,1.3,3.3,4.5,4.9,2.0,0.9,0.9,2.2,15.6,,2026,2025-26
92.0,VJ Edgecombe,20.0,PHI,SG,12.0,12.0,37.3,5.8,14.1,0.408,2.1,5.5,0.379,3.7,8.6,0.427,0.482,2.0,2.6,0.774,1.9,3.8,5.7,4.2,1.3,0.4,2.0,3.1,15.6,,2026,2025-26
93.0,Cooper Flagg,19.0,DAL,PG,14.0,14.0,34.1,6.0,13.4,0.447,1.1,3.9,0.273,4.9,9.5,0.519,0.487,2.5,3.1,0.795,1.1,5.6,6.7,3.2,1.4,0.8,2.3,2.4,15.6,,2026,2025-26
94.0,Jalen Green,23.0,PHO,SG,2.0,2.0,15.0,5.5,11.5,0.478,3.0,7.0,0.429,2.5,4.5,0.556,0.609,1.5,2.5,0.6,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,15.5,,2026,2025-26
95.0,Aaron Nesmith,26.0,IND,SF,11.0,11.0,30.5,4.9,13.4,0.367,2.8,7.5,0.373,2.1,5.8,0.359,0.473,2.8,3.5,0.795,1.5,2.9,4.5,1.5,0.8,0.3,0.7,2.5,15.5,,2026,2025-26
96.0,Collin Sexton,27.0,CHO,SG,12.0,9.0,26.2,5.0,10.4,0.48,1.6,3.7,0.432,3.4,6.8,0.506,0.556,3.8,4.5,0.852,0.3,2.1,2.3,5.0,0.8,0.0,3.0,2.4,15.4,,2026,2025-26
97.0,Matas Buzelis,21.0,CHI,PF,12.0,12.0,29.1,5.5,11.3,0.485,1.8,4.6,0.4,3.7,6.8,0.543,0.566,2.3,2.8,0.848,1.2,4.6,5.8,1.2,0.8,1.1,2.0,3.4,15.2,,2026,2025-26
98.0,Nic Claxton,26.0,BRK,C,13.0,13.0,29.4,5.8,9.5,0.61,0.0,0.5,0.0,5.8,9.0,0.641,0.61,3.6,5.1,0.712,2.8,4.2,7.0,3.9,0.8,1.4,1.3,2.7,15.2,,2026,2025-26
99.0,Ayo Dosunmu,26.0,CHI,SG,10.0,0.0,25.4,5.4,10.3,0.524,1.9,4.1,0.463,3.5,6.2,0.565,0.617,2.5,2.7,0.926,0.3,2.1,2.4,3.2,0.7,0.1,1.3,1.8,15.2,,2026,2025-26
100.0,P.J. Washington,27.0,DAL,PF,13.0,13.0,31.2,5.5,12.2,0.449,1.3,4.3,0.304,4.2,7.8,0.529,0.503,2.9,4.5,0.644,1.2,6.4,7.5,2.3,0.9,1.2,2.8,2.2,15.2,,2026,2025-26
101.0,Isaiah Joe,26.0,OKC,SG,9.0,0.0,25.8,4.4,10.3,0.43,3.3,8.2,0.405,1.1,2.1,0.526,0.591,2.6,2.9,0.885,0.7,2.7,3.3,1.3,0.8,0.1,1.1,2.0,14.8,,2026,2025-26
102.0,Aaron Wiggins,27.0,OKC,SG,9.0,5.0,27.6,5.7,12.3,0.459,2.8,6.7,0.417,2.9,5.7,0.51,0.572,0.7,1.0,0.667,1.0,2.7,3.7,2.2,0.4,0.8,1.0,2.2,14.8,,2026,2025-26
103.0,Jeremiah Fears,19.0,NOP,PG,13.0,11.0,26.5,5.6,12.8,0.437,1.2,3.3,0.349,4.5,9.5,0.468,0.482,2.2,2.7,0.829,0.8,2.2,3.1,2.9,1.8,0.1,2.5,2.2,14.6,,2026,2025-26
